"video_id","publishedAt","channelId","title","description","thumbnails.default.url","thumbnails.default.width","thumbnails.default.height","thumbnails.medium.url","thumbnails.medium.width","thumbnails.medium.height","thumbnails.high.url","thumbnails.high.width","thumbnails.high.height","channelTitle","liveBroadcastContent","viewCount","likeCount","dislikeCount","favoriteCount","commentCount"
"-VaDBY8-Ads","2018-06-23T08:00:00.000Z","UCPiI104i7lyG--fkr3LZTtA","DC vs. MARVEL: Welche Helden sind wirklich stärker?","Heute stellen wir uns der großen Frage, welcher Comicverlag die besseren Helden hat. Darüber gab es schon eine vierteilige Comicreihe, die von Marvel und ...","https://i.ytimg.com/vi/-VaDBY8-Ads/default.jpg","120","90","https://i.ytimg.com/vi/-VaDBY8-Ads/mqdefault.jpg","320","180","https://i.ytimg.com/vi/-VaDBY8-Ads/hqdefault.jpg","480","360","Cinema Strikes Back","none",734932,14689,562,0,2124
"KrtAxKZopkw","2018-03-16T19:30:00.000Z","UCvC4D8onUfXzvjTOM-dBfEA","Marvel Knights Animation - Black Panther - Episode 6","S'Yan, wearing his old Black Panther costume, and two bodyguards fight Batroc and Klaw in an effort to save Queen Mother; T'Shan unwittingly flies Cannibal to ...","https://i.ytimg.com/vi/KrtAxKZopkw/default.jpg","120","90","https://i.ytimg.com/vi/KrtAxKZopkw/mqdefault.jpg","320","180","https://i.ytimg.com/vi/KrtAxKZopkw/hqdefault.jpg","480","360","Marvel Entertainment","none",674099,8972,251,0,707
"Loxr1FZ7A0A","2019-05-02T18:12:19.000Z","UC6-5GpG91QdehokdUx_SeEw","Marvel &amp; Funko | Corto: &#39;Vengadores: Endgame&#39; | HD","El Titán Loco conoce a alguien como él en el último corto de Funko. Bueno, casi igual... Hazte con la colección de Funko! Pop de #VengadoresEndgame en: ...","https://i.ytimg.com/vi/Loxr1FZ7A0A/default.jpg","120","90","https://i.ytimg.com/vi/Loxr1FZ7A0A/mqdefault.jpg","320","180","https://i.ytimg.com/vi/Loxr1FZ7A0A/hqdefault.jpg","480","360","Marvel España","none",4800822,47047,2571,0,253
"_RGxaduIhaY","2019-10-25T22:30:00.000Z","UCaTeVotuSxWGGt9Et3zBpiw","¡ES HERMOSO! Todas las películas de MARVEL que llegarán en los próximos años","Sígueme en Instagram Oficial: https://bit.ly/2OzNyIP Sígueme en mi Instagram personal: https://bit.ly/30waGKt FACEBOOK: https://bit.ly/2PWuCoX ...","https://i.ytimg.com/vi/_RGxaduIhaY/default.jpg","120","90","https://i.ytimg.com/vi/_RGxaduIhaY/mqdefault.jpg","320","180","https://i.ytimg.com/vi/_RGxaduIhaY/hqdefault.jpg","480","360","Somos Geeks","none",1060533,31667,878,0,1295
"e4LD1TtHoq8","2019-01-25T22:00:02.000Z","UClgevvAYKcfuthTWppKT0IQ","¡Top 10 ANTIHÉROES de MARVEL!","Top 10 ANTIHÉROES de MARVEL! Suscríbete: https://www.youtube.com/user/watchmojoespanol Claro, los superhéroes son el pan y la mantequilla de Marvel, ...","https://i.ytimg.com/vi/e4LD1TtHoq8/default.jpg","120","90","https://i.ytimg.com/vi/e4LD1TtHoq8/mqdefault.jpg","320","180","https://i.ytimg.com/vi/e4LD1TtHoq8/hqdefault.jpg","480","360","WatchMojo Español","none",524191,14508,334,0,786
"aWEuu7gxsro","2019-09-18T20:15:00.000Z","UCOWKssYVOxWXFn7AhkOJdjw","10 restricciones de poder en Marvel más extrañas","Por lo general, la mayor debilidad que tiene un súper villano es la determinación y el poder del superhéroe que los derriba, pero incluso los supervillanos ...","https://i.ytimg.com/vi/aWEuu7gxsro/default.jpg","120","90","https://i.ytimg.com/vi/aWEuu7gxsro/mqdefault.jpg","320","180","https://i.ytimg.com/vi/aWEuu7gxsro/hqdefault.jpg","480","360","De Película - By Screen Rant","none",936513,25087,1793,0,283
"9VlTYHpixqk","2019-07-21T18:26:45.000Z","UCJDckP0ALdFV0hKyzX6FYwQ","¡Marvel OFICIALMENTE Confirma la FASE 4! – Todo Sobre las Nuevas Películas y Series del MCU -","Descubre todo lo que MARVEL Studios ha oficialmente confirmado para la fase 4 del UCM, algo donde Kevin Feige en medio de la Comic Con de San Diego ...","https://i.ytimg.com/vi/9VlTYHpixqk/default.jpg","120","90","https://i.ytimg.com/vi/9VlTYHpixqk/mqdefault.jpg","320","180","https://i.ytimg.com/vi/9VlTYHpixqk/hqdefault.jpg","480","360","La Venganza de los Electroalces Pop","none",329919,6051,238,0,599
"dt0R03bwdcY","2019-08-02T01:00:06.000Z","UCiVK9AJnnZdftWbJ_ThRlww","<U+0E23><U+0E39><U+0E49><U+0E44><U+0E27><U+0E49><U+0E01><U+0E48><U+0E2D><U+0E19><U+0E14><U+0E39> MARVEL PHASE 4 <U+0E01><U+0E49><U+0E32><U+0E27><U+0E15><U+0E48><U+0E2D><U+0E44><U+0E1B><U+0E02><U+0E2D><U+0E07><U+0E08><U+0E31><U+0E01><U+0E23><U+0E27><U+0E32><U+0E25> <U+0E2D><U+0E40><U+0E27><U+0E19><U+0E40><U+0E08><U+0E2D><U+0E23><U+0E4C><U+0E2A> #JUST<U+0E14><U+0E39>IT","<U+0E2B><U+0E25><U+0E31><U+0E07><U+0E1B><U+0E34><U+0E14> Phase 3 <U+0E25><U+0E07><U+0E2D><U+0E22><U+0E48><U+0E32><U+0E07><U+0E22><U+0E34><U+0E48><U+0E07><U+0E43><U+0E2B><U+0E0D><U+0E48><U+0E14><U+0E49><U+0E27><U+0E22> Avengers: Endgame <U+0E41><U+0E25><U+0E30> Spider-Man: Far From Home <U+0E08><U+0E31><U+0E01><U+0E23><U+0E27><U+0E32><U+0E25><U+0E20><U+0E32><U+0E1E><U+0E22><U+0E19><U+0E15><U+0E23><U+0E4C><U+0E17><U+0E35><U+0E48>...","https://i.ytimg.com/vi/dt0R03bwdcY/default.jpg","120","90","https://i.ytimg.com/vi/dt0R03bwdcY/mqdefault.jpg","320","180","https://i.ytimg.com/vi/dt0R03bwdcY/hqdefault.jpg","480","360","<U+0E08><U+0E14><U+0E2D> - JUST<U+0E14><U+0E39>IT.","none",985004,19566,357,0,1260
"vDDOg5d-UQQ","2019-10-04T20:11:58.000Z","UCvC4D8onUfXzvjTOM-dBfEA","Marvel&#39;s Avengers — Kamala Khan NYCC Announcement Trailer","A self-avowed Avengers fan, in the game's original story, Kamala Khan must apply her intellect, optimism, and unique abilities to the task of unravelling a global ...","https://i.ytimg.com/vi/vDDOg5d-UQQ/default.jpg","120","90","https://i.ytimg.com/vi/vDDOg5d-UQQ/mqdefault.jpg","320","180","https://i.ytimg.com/vi/vDDOg5d-UQQ/hqdefault.jpg","480","360","Marvel Entertainment","none",1760456,47021,2972,0,4117
"qUBChI2Surk","2019-05-11T12:00:09.000Z","UChGJGhZ9SOOHvBB0Y4DOO_w","Ryan and Marvel Avengers EndGame Superheroes finds Infinity Stones","Ryan and Marvel Avengers EndGame Superheroes finds Infinity Stones to win against Thanos! Ryan plays hide and seek finding gems to make the Thanos ...","https://i.ytimg.com/vi/qUBChI2Surk/default.jpg","120","90","https://i.ytimg.com/vi/qUBChI2Surk/mqdefault.jpg","320","180","https://i.ytimg.com/vi/qUBChI2Surk/hqdefault.jpg","480","360","Ryan's World","none",65443259,187263,74318,0,NA
"XVXz4n7yDRE","2019-07-31T14:00:04.000Z","UCnQ4TDbESxZ47uBH6cB_Nrg","Web Warriors Unite! Marvel Ultimate Alliance 3 Gameplay Part 3! KIDCITY GAMING","Web Warriors Unite! Miles Morales, Spider-Gwen, Spider-Man and Venom Unite to fight the Green Goblin in Kid City's Marvel Ultimate Alliance 3: The Black ...","https://i.ytimg.com/vi/XVXz4n7yDRE/default.jpg","120","90","https://i.ytimg.com/vi/XVXz4n7yDRE/mqdefault.jpg","320","180","https://i.ytimg.com/vi/XVXz4n7yDRE/hqdefault.jpg","480","360","K-City Gaming","none",2508646,14806,1038,0,291
"d9M3j5d0KbQ","2019-03-31T15:00:05.000Z","UCi8e0iOVk1fEOogdfu4YgfA","ALL Marvel Cinematic Universe Trailers - Iron Man (2008) to Avengers: Endgame (2019)","A look back on all the MCU movies from the lens of their trailers! 11 years. 21 movies. It's all been leading up to Avengers: Endgame. What's been your favorite ...","https://i.ytimg.com/vi/d9M3j5d0KbQ/default.jpg","120","90","https://i.ytimg.com/vi/d9M3j5d0KbQ/mqdefault.jpg","320","180","https://i.ytimg.com/vi/d9M3j5d0KbQ/hqdefault.jpg","480","360","Movieclips Trailers","none",1610378,21838,561,0,1286
"LkDoHqz0v2g","2019-11-23T18:15:02.000Z","UCOWKssYVOxWXFn7AhkOJdjw","15 Actores Que Se Fueron De Marvel","Suscríbete a nuestro canal: http://bit.ly/Suscribete__ El Universo Cinematográfico de Marvel es conocido por su obsesiónpor la continuidad en sus películas.","https://i.ytimg.com/vi/LkDoHqz0v2g/default.jpg","120","90","https://i.ytimg.com/vi/LkDoHqz0v2g/mqdefault.jpg","320","180","https://i.ytimg.com/vi/LkDoHqz0v2g/hqdefault.jpg","480","360","De Película - By Screen Rant","none",74324,1393,46,0,64
"peOWYBGuUFs","2018-04-20T18:00:03.000Z","UCKy1dAqELo0zrOtPkf0eTMw","The Marvel Cinematic Universe Timeline in Chronological Order","From the creation of the Infinity Stones to Thanos' impending invasion in Avengers: Infinity War, we put the events of the MCU into chronological order. Thanos' ...","https://i.ytimg.com/vi/peOWYBGuUFs/default.jpg","120","90","https://i.ytimg.com/vi/peOWYBGuUFs/mqdefault.jpg","320","180","https://i.ytimg.com/vi/peOWYBGuUFs/hqdefault.jpg","480","360","IGN","none",4902783,96033,1819,0,4898
"S1VZi4KFXww","2019-10-04T23:52:01.000Z","UC-2Y8dQb0S6DtpxNgAKoJKA","Marvel&#39;s Avengers - Kamala Khan Embiggen Trailer - PS4","The Marvel Avengers' roster rounds out with the addition of playable character Kamala Khan! The beloved teenager who defends Jersey City as Ms. Marvel ...","https://i.ytimg.com/vi/S1VZi4KFXww/default.jpg","120","90","https://i.ytimg.com/vi/S1VZi4KFXww/mqdefault.jpg","320","180","https://i.ytimg.com/vi/S1VZi4KFXww/hqdefault.jpg","480","360","PlayStation","none",822189,31487,2652,0,3113
"fNwmvDsRJ0Q","2019-05-12T16:53:24.000Z","UCb2jdx_nZudyvkNSJWPgJzg","Marvel Characters Who Would ABSOLUTELY CRUSH Thanos","Marvel Characters Who Would ABSOLUTELY CRUSH Thanos UpNext is about giving you the latest news in Marvel Entertainment, DC, or any other show or ...","https://i.ytimg.com/vi/fNwmvDsRJ0Q/default.jpg","120","90","https://i.ytimg.com/vi/fNwmvDsRJ0Q/mqdefault.jpg","320","180","https://i.ytimg.com/vi/fNwmvDsRJ0Q/hqdefault.jpg","480","360","UpNext","none",1663059,19678,2636,0,2140
"icDmwSH1TEE","2018-09-22T11:30:00.000Z","UCx-H-Ue9w92spsj6seBrJRg","Lego Marvel&#39;s Avengers all LEGO Iron Man Transformations | Hulkbuster","In this video Lego Marvel's Avengers all LEGO Iron Man Transformations with Hulkbuster Transformation Thank You for Watching : for upcoming videos please ...","https://i.ytimg.com/vi/icDmwSH1TEE/default.jpg","120","90","https://i.ytimg.com/vi/icDmwSH1TEE/mqdefault.jpg","320","180","https://i.ytimg.com/vi/icDmwSH1TEE/hqdefault.jpg","480","360","GMAC Gaming","none",7404800,61478,5219,0,623
"h9NbkpeQRfk","2019-12-29T02:13:29.000Z","UCsMzBY3X_RS6GhGBiHXW19A","¡BOMBAZO! NUEVO Spider Man en Marvel en camino rumorado y Deadpool 3 confirmado UCM! multiverso","Peter Parker Spider-Man en Venom 2 inicio de Spider verse, Deadpool 3 confirmada por Ryan Reynolds en Marvel Studios clase R, filtraciones Falcon and The ...","https://i.ytimg.com/vi/h9NbkpeQRfk/default.jpg","120","90","https://i.ytimg.com/vi/h9NbkpeQRfk/mqdefault.jpg","320","180","https://i.ytimg.com/vi/h9NbkpeQRfk/hqdefault.jpg","480","360","Pelicomic","none",389353,32855,367,0,2089
"W9DVZaORv9c","2019-11-24T18:15:00.000Z","UCOWKssYVOxWXFn7AhkOJdjw","Dobles De Acción En Marvel Que Lucen Idénticos A Los Originales","Suscríbete a nuestro canal: http://bit.ly/Suscribete__ No hay muchos actores que tengan gemelos para ser su doble. Sin embargo, de alguna manera, el UCM ...","https://i.ytimg.com/vi/W9DVZaORv9c/default.jpg","120","90","https://i.ytimg.com/vi/W9DVZaORv9c/mqdefault.jpg","320","180","https://i.ytimg.com/vi/W9DVZaORv9c/hqdefault.jpg","480","360","De Película - By Screen Rant","none",96040,1618,77,0,72
"KoRD0FPjMK8","2019-08-11T13:09:02.000Z","UCxVapZqDdAzqOHZb5w_256w","Avengers Endgame - All Captain Marvel Scenes","All scenes of Captain Marvel (Brie Larson) in Avengers Endgame (2019)","https://i.ytimg.com/vi/KoRD0FPjMK8/default.jpg","120","90","https://i.ytimg.com/vi/KoRD0FPjMK8/mqdefault.jpg","320","180","https://i.ytimg.com/vi/KoRD0FPjMK8/hqdefault.jpg","480","360","CPTNMRVL","none",838096,7896,396,0,1686
"s2j5nvm2n-U","2018-08-24T08:00:04.000Z","UCByBXiL8TC7atFvIuNC95Hg","Marvel Avengers Infinity War Hulkbuster Ultimate HQ transform! Defeat the Thanos! - DuDuPopTOY","Subscribe Click!! http://bit.ly/2Jt2rZQ - More Toy Videos http://bit.ly/2SbGuS3 ...","https://i.ytimg.com/vi/s2j5nvm2n-U/default.jpg","120","90","https://i.ytimg.com/vi/s2j5nvm2n-U/mqdefault.jpg","320","180","https://i.ytimg.com/vi/s2j5nvm2n-U/hqdefault.jpg","480","360","DuDuPopTOY","none",28876097,50592,20336,0,598
"FoOiWhTgI3o","2019-11-14T20:00:02.000Z","UCHEf6T_gVq4tlW5i91ESiWg","Try Not To Eat Challenge - Marvel Food | People Vs. Food","Watch all People Vs Food Eps: https://fbereact.com/PvF Join the SuperFam and support FBE: https://www.youtube.com/user/React/join SUBSCRIBE & HIT THE ...","https://i.ytimg.com/vi/FoOiWhTgI3o/default.jpg","120","90","https://i.ytimg.com/vi/FoOiWhTgI3o/mqdefault.jpg","320","180","https://i.ytimg.com/vi/FoOiWhTgI3o/hqdefault.jpg","480","360","REACT","none",5872548,112524,2450,0,5323
"FoOiWhTgI3o","2019-11-14T20:00:02.000Z","UCHEf6T_gVq4tlW5i91ESiWg","Try Not To Eat Challenge - Marvel Food | People Vs. Food","Watch all People Vs Food Eps: https://fbereact.com/PvF Join the SuperFam and support FBE: https://www.youtube.com/user/React/join SUBSCRIBE & HIT THE ...","https://i.ytimg.com/vi/FoOiWhTgI3o/default.jpg","120","90","https://i.ytimg.com/vi/FoOiWhTgI3o/mqdefault.jpg","320","180","https://i.ytimg.com/vi/FoOiWhTgI3o/hqdefault.jpg","480","360","REACT","none",5872548,112524,2450,0,5323
"L3ymBk6Vb04","2018-04-26T03:45:00.000Z","UC8-Th83bH_thdKZDJCrn88g","Avengers: Infinity War Cast Sings &quot;The Marvel Bunch&quot;","The cast of Avengers: Infinity War sing their own version of ""The Brady Bunch"" theme song, ""The Marvel Bunch."" Subscribe NOW to The Tonight Show Starring ...","https://i.ytimg.com/vi/L3ymBk6Vb04/default.jpg","120","90","https://i.ytimg.com/vi/L3ymBk6Vb04/mqdefault.jpg","320","180","https://i.ytimg.com/vi/L3ymBk6Vb04/hqdefault.jpg","480","360","The Tonight Show Starring Jimmy Fallon","none",30173433,983164,7997,0,32301
"d8Wf-lhm6so","2018-02-07T14:42:57.000Z","UCOdPOvMvexQbm8wSYIfawoQ","Top 20 Marvel Commercials","Subscribe to Marvel Theory: https://www.youtube.com/channel/UCOdPOvMvexQbm8wSYIfawoQ -Top 20 Marvel Commercials -Thanks for watching, I hope ...","https://i.ytimg.com/vi/d8Wf-lhm6so/default.jpg","120","90","https://i.ytimg.com/vi/d8Wf-lhm6so/mqdefault.jpg","320","180","https://i.ytimg.com/vi/d8Wf-lhm6so/hqdefault.jpg","480","360","Marvel Theory","none",800789,15067,1090,0,1013
"tohgEFtkbDw","2019-12-08T21:50:03.000Z","UCRHPR3dmjaOnueB37TruxGA","Deadpool 3 Trailer Avengers Comic Con Brasil Daredevil en Capitana Marvel 2 y Eternals","Daredevil en capitana marvel 2 y otros personajes, ademas de nuevos vistazos a las series de disney plus, como falcón and the winter soldier y wanda vision.","https://i.ytimg.com/vi/tohgEFtkbDw/default.jpg","120","90","https://i.ytimg.com/vi/tohgEFtkbDw/mqdefault.jpg","320","180","https://i.ytimg.com/vi/tohgEFtkbDw/hqdefault.jpg","480","360","El Loco De Los Comics","none",348386,10014,1529,0,225
"3lm4ta0Y7JQ","2019-08-10T13:00:01.000Z","UC9hLYAhlQsx71_yNUbTeWWQ","TOP 10 Dinge, die nur MARVEL-Fans verstehen","TOP 10 Dinge, die nur MARVEL-Fans verstehen Mehr Top Listen zum Thema MARVEL findest du hier: https://www.youtube.com/watch?v=Tqvv2nIO58g ...","https://i.ytimg.com/vi/3lm4ta0Y7JQ/default.jpg","120","90","https://i.ytimg.com/vi/3lm4ta0Y7JQ/mqdefault.jpg","320","180","https://i.ytimg.com/vi/3lm4ta0Y7JQ/hqdefault.jpg","480","360","WatchMojo Deutschland","none",135813,3433,146,0,282
"Gr_9lCXT58E","2019-07-05T02:03:17.000Z","UCYelho6WGlIn5bx1xQOiM5Q","the marvel cast being completely clueless about marvel for 7 minutes straight","i spend my time and energy on marvel and yet here's paul rudd thinking thor's hammer is called jonathan. <U+27AA> MARVEL MERCH<U+2935> <U+27A5> http://bit.ly/PRMarvelMerch ...","https://i.ytimg.com/vi/Gr_9lCXT58E/default.jpg","120","90","https://i.ytimg.com/vi/Gr_9lCXT58E/mqdefault.jpg","320","180","https://i.ytimg.com/vi/Gr_9lCXT58E/hqdefault.jpg","480","360","peachyrogers","none",3124939,104237,1910,0,4874
"Gr_9lCXT58E","2019-07-05T02:03:17.000Z","UCYelho6WGlIn5bx1xQOiM5Q","the marvel cast being completely clueless about marvel for 7 minutes straight","i spend my time and energy on marvel and yet here's paul rudd thinking thor's hammer is called jonathan. <U+27AA> MARVEL MERCH<U+2935> <U+27A5> http://bit.ly/PRMarvelMerch ...","https://i.ytimg.com/vi/Gr_9lCXT58E/default.jpg","120","90","https://i.ytimg.com/vi/Gr_9lCXT58E/mqdefault.jpg","320","180","https://i.ytimg.com/vi/Gr_9lCXT58E/hqdefault.jpg","480","360","peachyrogers","none",3124939,104237,1910,0,4874
"ycn3jmkRsl4","2018-06-23T12:00:04.000Z","UChGJGhZ9SOOHvBB0Y4DOO_w","Ryan vs Marvel Avengers Infinity War Superhero Hide and Seek!","Ryan vs Marvel Avengers Infinity War Superhero Hide and Seek!The Superheroes like Spiderman are hiding from Ryan! Ryan tries to hide all of the superhero ...","https://i.ytimg.com/vi/ycn3jmkRsl4/default.jpg","120","90","https://i.ytimg.com/vi/ycn3jmkRsl4/mqdefault.jpg","320","180","https://i.ytimg.com/vi/ycn3jmkRsl4/hqdefault.jpg","480","360","Ryan's World","none",70436044,76443,31965,0,NA
"QwUhLa6ctVY","2019-10-04T22:00:04.000Z","UCb2jdx_nZudyvkNSJWPgJzg","The REAL Reason Marvel Removed Captain Marvel From Future MCU Movies","The REAL Reason Marvel Removed Captain Marvel From Future MCU Movies UpNext is about giving you the latest news in Marvel Entertainment, DC, or any ...","https://i.ytimg.com/vi/QwUhLa6ctVY/default.jpg","120","90","https://i.ytimg.com/vi/QwUhLa6ctVY/mqdefault.jpg","320","180","https://i.ytimg.com/vi/QwUhLa6ctVY/hqdefault.jpg","480","360","UpNext","none",359991,3746,1006,0,931
"0Oi2KI2rS2E","2018-07-13T09:00:04.000Z","UCT36RAItICCMZonGunsJYJQ","<U+0E21><U+0E2B><U+0E32><U+0E01><U+0E32><U+0E1E><U+0E22><U+0E4C> - Marvel","<U+0E40><U+0E19><U+0E37><U+0E48><U+0E2D><U+0E07><U+0E08><U+0E32><U+0E01><U+0E23><U+0E32><U+0E22><U+0E25><U+0E30><U+0E40><U+0E2D><U+0E35><U+0E22><U+0E14><U+0E02><U+0E2D><U+0E07> Marvel <U+0E17><U+0E35><U+0E48><U+0E21><U+0E35><U+0E21><U+0E32><U+0E41><U+0E25><U+0E49><U+0E27> 10 <U+0E1B><U+0E35> <U+0E2B><U+0E25><U+0E32><U+0E22><U+0E2E><U+0E35><U+0E42><U+0E23><U+0E48>,<U+0E2B><U+0E25><U+0E32><U+0E22><U+0E40><U+0E23><U+0E37><U+0E48><U+0E2D><U+0E07><U+0E2B><U+0E25><U+0E32><U+0E22><U+0E15><U+0E31><U+0E27>...","https://i.ytimg.com/vi/0Oi2KI2rS2E/default.jpg","120","90","https://i.ytimg.com/vi/0Oi2KI2rS2E/mqdefault.jpg","320","180","https://i.ytimg.com/vi/0Oi2KI2rS2E/hqdefault.jpg","480","360","Jamezabang J-Z-B","none",8773465,140980,4411,0,9374
"B7dsAH1m5zg","2019-11-19T02:21:04.000Z","UCsMzBY3X_RS6GhGBiHXW19A","¡BOMBAZO! Estas son las 12 NUEVAS películas de Marvel hasta 2023, Snyder Cut, Noticias de Loki","Nuevas películas Marvel fase 4 y fase 5, 4 Fantásticos, Deadpool 3, Avengers Secret Wars, X Men y más. El Snyder Cut es tendencia! Loki mujer, Enchantress y ...","https://i.ytimg.com/vi/B7dsAH1m5zg/default.jpg","120","90","https://i.ytimg.com/vi/B7dsAH1m5zg/mqdefault.jpg","320","180","https://i.ytimg.com/vi/B7dsAH1m5zg/hqdefault.jpg","480","360","Pelicomic","none",389437,29158,469,0,2309
"z_g5j2qLvP8","2019-10-12T19:00:06.000Z","UCEeZZvKhXh_rgZiTHHPsnUw","Drama : Marvin Tillière veut me taxer ! Le M vs Marvel !","10% avec le code MARVEL10 sur : https://nopainnogain.fr/ Utip : https://www.utip.io/marvelfitness Tipee : https://fr.tipeee.com/marvel-fitness Instagram ...","https://i.ytimg.com/vi/z_g5j2qLvP8/default.jpg","120","90","https://i.ytimg.com/vi/z_g5j2qLvP8/mqdefault.jpg","320","180","https://i.ytimg.com/vi/z_g5j2qLvP8/hqdefault.jpg","480","360","Marvel Fitness Channel","none",373261,12030,438,0,1908
"jy1Fso108s8","2019-10-16T22:21:27.000Z","UCJDckP0ALdFV0hKyzX6FYwQ","Masiva Filtración de Spiderman 3 en el UCM  - Marvel -","Descubre una reciente y masiva filtración sobre cómo seria la película de Spiderman 3 en el UCM para el año 2021, algo que nos da mas detalles del contexto ...","https://i.ytimg.com/vi/jy1Fso108s8/default.jpg","120","90","https://i.ytimg.com/vi/jy1Fso108s8/mqdefault.jpg","320","180","https://i.ytimg.com/vi/jy1Fso108s8/hqdefault.jpg","480","360","La Venganza de los Electroalces Pop","none",183322,3944,134,0,207
"E6tLNqU3twE","2019-12-19T11:33:52.000Z","UC2qNIr_GYMxtYJMfTtqxgaQ","Marvel What if Captain America Snap in Avengers Endgame Final Battle Ending Lego Stop Motion","Lego Marvel Superhero What if Captain America Snap in Avengers Endgame Final Battle Ending Lego Stop Motion Animation ""I can do this all day"" ... Snap !","https://i.ytimg.com/vi/E6tLNqU3twE/default.jpg","120","90","https://i.ytimg.com/vi/E6tLNqU3twE/mqdefault.jpg","320","180","https://i.ytimg.com/vi/E6tLNqU3twE/hqdefault.jpg","480","360","NEO25","none",367756,5530,428,0,548
"rh-jobg_TRE","2019-12-27T22:32:34.000Z","UCJDckP0ALdFV0hKyzX6FYwQ","Cameo de Spiderman Sería en Capitana Marvel 2 – Fase 4 Marvel -","Descubre como y por que el siguiente cruce o cameo de Spiderman en otra película del UCM como ya se ha confirmado previamente, sería en la película de ...","https://i.ytimg.com/vi/rh-jobg_TRE/default.jpg","120","90","https://i.ytimg.com/vi/rh-jobg_TRE/mqdefault.jpg","320","180","https://i.ytimg.com/vi/rh-jobg_TRE/hqdefault.jpg","480","360","La Venganza de los Electroalces Pop","none",19831,826,29,0,83
"Net8ftTITQw","2018-05-03T18:01:57.000Z","UCwO3TIqijW-Oocm1yBHXzcA","¡8 SUPERHÉROES DE MARVEL QUE PUEDEN DERROTAR A THANOS!","Si ya has visto la nueva peli de los nuevos Avengers, seguramente te estés preguntando: ¿Acaso es Thanos un villano tan poderoso e invencible, que es ...","https://i.ytimg.com/vi/Net8ftTITQw/default.jpg","120","90","https://i.ytimg.com/vi/Net8ftTITQw/mqdefault.jpg","320","180","https://i.ytimg.com/vi/Net8ftTITQw/hqdefault.jpg","480","360","BRAIN TIME","none",6021254,47826,8292,0,4697
"4vNkftiWyHQ","2019-12-03T08:46:21.000Z","UCkpS96fmTFa8gGVWJx2uVAA","Viuda Negra (2020) Marvel Tráiler Oficial Español","Viuda Negra (2020) Marvel Tráiler Oficial Español Próximamente Precuela sobre Natasha Romanoff (Scarlett Johansson), el personaje de Marvel más ...","https://i.ytimg.com/vi/4vNkftiWyHQ/default.jpg","120","90","https://i.ytimg.com/vi/4vNkftiWyHQ/mqdefault.jpg","320","180","https://i.ytimg.com/vi/4vNkftiWyHQ/hqdefault.jpg","480","360","Trailers In Spanish","none",1153184,31602,787,0,1612
"8-vbnAWAEdc","2019-05-19T12:00:01.000Z","UChGJGhZ9SOOHvBB0Y4DOO_w","Marvel Avengers Endgame Superhero Nerf Toys Hide and Seek","Marvel Avengers Endgame Superhero Toys Nerf Toys Hide and Seek with Ryan ToysReview! The Avengers help Ryan finds Infinity Stones and some fun nerf ...","https://i.ytimg.com/vi/8-vbnAWAEdc/default.jpg","120","90","https://i.ytimg.com/vi/8-vbnAWAEdc/mqdefault.jpg","320","180","https://i.ytimg.com/vi/8-vbnAWAEdc/hqdefault.jpg","480","360","Ryan's World","none",14322696,49150,17049,0,NA
"RqA3LAo75kw","2019-04-24T22:07:06.000Z","UCvC4D8onUfXzvjTOM-dBfEA","The Stars of Marvel Studios’ Avengers: Endgame Play a Drawing Game","See Marvel Studios' Avengers: Endgame in theaters tomorrow night. Get tickets now: www.Fandango.com/AvengersEndgame <U+25BB> Subscribe to Marvel: ...","https://i.ytimg.com/vi/RqA3LAo75kw/default.jpg","120","90","https://i.ytimg.com/vi/RqA3LAo75kw/mqdefault.jpg","320","180","https://i.ytimg.com/vi/RqA3LAo75kw/hqdefault.jpg","480","360","Marvel Entertainment","none",6193331,220841,1121,0,5129
"uR3GCIjqIFs","2019-04-10T17:00:06.000Z","UCB9_VH_CNbbH4GfKu8qh63w","Captain Marvel VS Shazam (Marvel VS DC Comics) | DEATH BATTLE!","Robinhood is giving viewers a free stock at http://battle.robinhood. Blue Apron: Get $60 off at http://blueapron.com/battle Note: There's a slight mix-up in the script ...","https://i.ytimg.com/vi/uR3GCIjqIFs/default.jpg","120","90","https://i.ytimg.com/vi/uR3GCIjqIFs/mqdefault.jpg","320","180","https://i.ytimg.com/vi/uR3GCIjqIFs/hqdefault.jpg","480","360","DEATH BATTLE!","none",4645620,101023,7360,0,30956
"MdMGhzVVh5E","2018-11-30T13:00:03.000Z","UCVEmLZrPXRAzZhb9u_QgFqA","Fusion Of Our Favorite Characters (MARVEL/DC) || Pics For You","I Have Collected These Pics To Make You laugh. Hope You Will Like it. If You Like It So Please don't forget to Like and Share this Video And also SUBSCRIBE ...","https://i.ytimg.com/vi/MdMGhzVVh5E/default.jpg","120","90","https://i.ytimg.com/vi/MdMGhzVVh5E/mqdefault.jpg","320","180","https://i.ytimg.com/vi/MdMGhzVVh5E/hqdefault.jpg","480","360","Pics For You","none",14022579,52539,8645,0,4175
